,user_name,country,review_title,review_description,designation,points,price,province,region_1,region_2,winery,variety,sentiment
835,@paulgwine ,US,Torii Mor 2005 La Colina Vineyard Pinot Noir (Dundee Hills),"The juice is sharp and spicy, with some baking spice and cinnamon livening up the back of the palate. The fruit flavors suggest boysenberry and blackberry, set up against stiff acids and earthy tannins. Young and still a little rough around the edges, this distinctive bottling should be cellared for a few years and could go as long as a decade or more.",La Colina Vineyard,90,55.0,Oregon,Dundee Hills,Willamette Valley,Torii Mor,Pinot Noir,"Sentiment(polarity=-0.03075396825396827, subjectivity=0.39444444444444443)"
836,,US,Williams Selyem 2010 Eastside Road Neighbors Pinot Noir (Russian River Valley),"Although this wine is easy to drink now, it shows the Williams Selyem signature of complexity and balance. Delicious in raspberry, cherry and cola fruit, it has crisp acidity and a sweet coat of oak. It's a blend of several vineyards from which the winery sources fruit.",Eastside Road Neighbors,90,52.0,California,Russian River Valley,Sonoma,Williams Selyem,Pinot Noir,"Sentiment(polarity=0.4066666666666666, subjectivity=0.58)"
837,@vboone,US,V. Sattui 2013 Crow Ridge Vineyard Ancient Vine Zinfandel (Russian River Valley),"Reduced and extracted, this old-vine wine is smooth and velvety, powerfully made to reflect rich, ripe red berry and a layering of brown sugar. The finish is lean and reminiscent of black licorice.",Crow Ridge Vineyard Ancient Vine,90,47.0,California,Russian River Valley,Sonoma,V. Sattui,Zinfandel,"Sentiment(polarity=0.15138888888888888, subjectivity=0.5305555555555556)"
838,@gordone_cellars,US,The White Knight 2014 Sauvignon Blanc (Lodi),"With an unusually bright gold color, pineapple and honey aromas, and lively lemon and grapefruit flavors, this wine shows a lot of personality. The effect is refreshing and fruity, but not wimpy. It should pair well with lots of different salads, appetizers and seafood.",,87,12.0,California,Lodi,Central Valley,The White Knight,Sauvignon Blanc,"Sentiment(polarity=0.3340909090909091, subjectivity=0.725)"
839,@kerinokeefe,Italy,Verbena 2011 Riserva  (Brunello di Montalcino),"This opens with aromas of black plum, French oak and roasted coffee bean. The dense palate offers dried black cherry, mocha and cedar alongside tightly packed tannins that leave a grippy, astringent finish. Drink soon to capture the remaining fruit richness.",Riserva,87,60.0,Tuscany,Brunello di Montalcino,,Verbena,Sangiovese,"Sentiment(polarity=-0.101984126984127, subjectivity=0.2920634920634921)"
840,@vossroger,France,Les Vins Skalli 2006 Robert Skalli South of France Pinot Noir (Vin de Pays de l'Ile de Beauté),"Produced from grapes from the island of Corsica, this soft, open Pinot Noir has some pleasing fresh berry fruits, hints of strawberries and soft tannins. Ready to drink now.",Robert Skalli South of France,83,15.0,France Other,Vin de Pays de l'Ile de Beauté,,Les Vins Skalli,Pinot Noir,"Sentiment(polarity=0.13999999999999999, subjectivity=0.44000000000000006)"
841,@vossroger,France,Château Loumelat 2011 Cuvée J-J Lesgourgues  (Bordeaux),"This is a complex wine that offers firm tannins and rich fruit. It has weight, density and a strong sense of ripeness. With balance and depth, it's a wine with good aging potential. Drink from 2015.",Cuvée J-J Lesgourgues,90,17.0,Bordeaux,Bordeaux,,Château Loumelat,Bordeaux-style Red Blend,"Sentiment(polarity=0.1583333333333333, subjectivity=0.5547619047619048)"
842,@laurbuzz,France,Gérard Bertrand 2014 Gris Blanc Rosé (Pays d'Oc),"This pale salmon rosé is fresh and clean. It opens with bright aromas of strawberry hull, watermelon rind and citrus peel that carry through to the linear yet vibrant palate. The palate boasts excellent verve and refreshment, making this a perfect choice for warm-weather enjoyment. Drink now.",Gris Blanc,88,17.0,Languedoc-Roussillon,Pays d'Oc,,Gérard Bertrand,Rosé,"Sentiment(polarity=0.4747619047619048, subjectivity=0.6447619047619048)"
843,@vossroger,France,Château Lamothe Guignard 2014  Sauternes,"This powerful, dense and hugely rich wine has swathes of ripe yellow and citrus fruits. These are balanced with beautiful botrytis, honey and spice notes. Although tempting, it would be a mistake to drink it now. Much better to wait until 2024.",,95,,Bordeaux,Sauternes,,Château Lamothe Guignard,Bordeaux-style White Blend,"Sentiment(polarity=0.40499999999999997, subjectivity=0.65)"
844,@wawinereport,US,Lauren Ashton Cellars 2013 Proprietor's Cuvée Red (Columbia Valley (WA)),"Cabernet Sauvignon makes up over 70% of this blend with the balance Merlot, Petit Verdot and Malbec. It shows aromas of dark cherries, licorice and brooding black fruit that at times seems slightly dried out. The palate shows elegantly styled dark-fruit flavors that linger on the finish.",Proprietor's Cuvée,90,65.0,Washington,Columbia Valley (WA),Columbia Valley,Lauren Ashton Cellars,Bordeaux-style Red Blend,"Sentiment(polarity=-0.004166666666666652, subjectivity=0.6083333333333334)"
845,@paulgwine ,US,Youngberg Hill Vineyards 2013 Cuvée Pinot Noir (Willamette Valley),"This is chewy and tannic, with sharp edges around cranberry fruit. It's blocky and one-dimensional, but solid and substantial. If Pinot Noir can ever be a steak wine, this is it. A touch of anise and coffee winds it down through the finish.",Cuvée,87,35.0,Oregon,Willamette Valley,Willamette Valley,Youngberg Hill Vineyards,Pinot Noir,"Sentiment(polarity=-0.09351851851851851, subjectivity=0.3796296296296296)"
846,,France,Soutiran 1995 Grande Cru Brut  (Champagne),"Opens with a complex and elegant nose, offering aromas of lemon, orange, crackers and vanilla. This Champagne has great balance, a light, lively, zingy feel, and fuller, more mature biscuit and vanilla notes. Zesty is a good word here, and a slight chalky element adds further interest on the lengthy finish.",Grande Cru Brut,90,60.0,Champagne,Champagne,,Soutiran,Champagne Blend,"Sentiment(polarity=0.26696969696969697, subjectivity=0.5216666666666667)"
847,,US,Harbes Family Vineyard 2013 Proprietor Reserve Red (North Fork of Long Island),"Juicy and ripe yet zesty and bright—balance is the key to this deeply satisfying red blend. It's a lavishly fruity wine from nose to finish, wafting of sun-kissed plums and cherries. But the palate maintains a brisk, upright demeanor, boasting vibrant acidity and a fine persistent frame of tannins. The finish is supple and silky with just a hint of lingering nut skins.",Proprietor Reserve,92,43.0,New York,North Fork of Long Island,Long Island,Harbes Family Vineyard,Red Blend,"Sentiment(polarity=0.21666666666666665, subjectivity=0.5666666666666667)"
848,,US,Kirkland Signature 2010 Old Vine Zinfandel (Sonoma County),"It's all about simple, jammy cherry and blackberry, brown sugar and sweet oak flavors for this Zin. But it has a wonderful tannin-acid structure, making it a sophisticated barbecue wine.",Old Vine,85,10.0,California,Sonoma County,Sonoma,Kirkland Signature,Zinfandel,"Sentiment(polarity=0.4625, subjectivity=0.7517857142857143)"
849,@JoeCz,New Zealand,Barker's Marque 2014 Three Brooms Single Vineyard Certified Sustainable Sauvignon Blanc (Marlborough),"This is clearly labeled as ""Certified Sustainable,"" although, to be fair, a lot of other New Zealand wines are also sustainably produced. Once past the labeling, 's a light- to medium-bodied wine, with slightly vegetal notes of nettles and garden peas that add nuance to refreshing citrus flavors.",Three Brooms Single Vineyard Certified Sustainable,89,17.0,Marlborough,,,Barker's Marque,Sauvignon Blanc,"Sentiment(polarity=0.1618371212121212, subjectivity=0.5286931818181817)"
850,,Germany,Schloss Saarstein 2012 Riesling (Mosel),"Whiffs of smoke and struck flint persist from nose to finish, lending dramatic minerality to this otherwise juicy, fruity Riesling. Sunny peach and tangerine flavors are semi-sweet on the palate, but it's a refreshing wine with a honed elegance throughout.",,90,16.0,Mosel,,,Schloss Saarstein,Riesling,"Sentiment(polarity=0.033333333333333354, subjectivity=0.8)"
851,,US,Peju 2006 Zinfandel (Napa Valley),"A little overripe and raisiny, but otherwise delicious, with sculpted Napa tannins framing luscious flavors of blackberries, cherries, chocolate and sandalwood, and a generous sprinkling of peppery spices. Drink now.",,90,28.0,California,Napa Valley,Napa,Peju,Zinfandel,"Sentiment(polarity=0.23750000000000002, subjectivity=0.6666666666666666)"
852,@paulgwine ,US,J. Christopher 2012 Lia's Vineyard Pinot Noir (Chehalem Mountains),"This is introduced by scents of rose and cherry blossoms, with a hint of butterscotch. Once tasted it's a lush, forward, sweetly appealing wine with the impressive fruit concentration of the 2012 vintage, underscored with a layer of mineral. It's delicious already, but destined to improve. Drink some now, and put away some to taste between 2018 and 2025.",Lia's Vineyard,94,50.0,Oregon,Chehalem Mountains,Willamette Valley,J. Christopher,Pinot Noir,"Sentiment(polarity=0.64, subjectivity=0.75)"
853,@vboone,US,Williams Selyem 2012 Bucher Vineyard Pinot Noir (Russian River Valley),"This is beautifully lilting in preciously defined aromas of rose petal and wild strawberry. From there, it's all subtlety and ethereal elegance. The wine is restrained, nurtured in a basket of nutmeg and graham cracker, as well as freshly packed mushroomy earth. This wine is a stunner right out of the glass, but is sure to continue its fine course through 2022–2025.",Bucher Vineyard,97,59.0,California,Russian River Valley,Sonoma,Williams Selyem,Pinot Noir,"Sentiment(polarity=0.444047619047619, subjectivity=0.7218253968253969)"
854,@vossroger,France,Domaine Chantal Lescure 2011 Les Suchots Premier Cru  (Vosne-Romanée),"Very terroir-driven from chalk soil in this great vineyard, this firmly structured wine is powerful and solid. There is a mineral character at this stage of the wine's development, with 60% new wood giving a lightly smoky feel. Drink from 2017.",Les Suchots Premier Cru,94,166.0,Burgundy,Vosne-Romanée,,Domaine Chantal Lescure,Pinot Noir,"Sentiment(polarity=0.23376623376623376, subjectivity=0.5292207792207793)"
855,,Italy,Terra di Cipressi 2009 Sangiovese (Toscana),This clean and bright expression of Sangiovese from Tuscany would make a great companion to a simple roast chicken dinner. It offers bright berry aromas with distant shadings of toasted nut and leather,,86,,Tuscany,Toscana,,Terra di Cipressi,Sangiovese,"Sentiment(polarity=0.2458333333333334, subjectivity=0.588392857142857)"
856,@vboone,US,Lasseter 2012 Paysage Estate Grown Red (Sonoma Valley),"This wine combines 42% Merlot with 30% Cabernet Sauvignon, 23% Malbec and 5% Cabernet Franc. It is inviting in juicy red berry and currant, with accents of lavender and herb. Full figured, it offers additionally compelling layers of subtle spice before a focused finish.",Paysage Estate Grown,90,62.0,California,Sonoma Valley,Sonoma,Lasseter,Bordeaux-style Red Blend,"Sentiment(polarity=0.08333333333333334, subjectivity=0.32999999999999996)"
857,@vossroger,France,Joseph Drouhin 2011 Laforet  (Bourgogne),"This white Burgundy is crisp, rich and lemony, and it comes with touches of vanilla and apricot and taut acidity on the finish. Ready to drink.",Laforet,85,13.0,Burgundy,Bourgogne,,Joseph Drouhin,Chardonnay,"Sentiment(polarity=0.20625, subjectivity=0.4166666666666667)"
858,@vossroger,France,Emile Balland 2014 Le Beaux Jours Sauvignon Blanc (Coteaux du Giennois),"A perfumed wine, this offers fresh apple and light spice flavors and considerable acidity. It is light and fruity, with a crisp lemon-zest flavor at the end. The vineyard of the Giennois is close to the city of Orléans, making it the most northerly Loire vineyard. Drink now.",Le Beaux Jours,85,20.0,Loire Valley,Coteaux du Giennois,,Emile Balland,Sauvignon Blanc,"Sentiment(polarity=0.2928571428571428, subjectivity=0.4666666666666666)"
859,@wineschach,Spain,Dominio de Eguren 2012 Codice Red (Vino de la Tierra de Castilla),"Sweet cherry aromas turn medicinal on the nose. A bright and lively palate has a fast pulse, while forward berry flavors fade with spice and mild chocolate notes.",Codice,86,10.0,Central Spain,Vino de la Tierra de Castilla,,Dominio de Eguren,Red Blend,"Sentiment(polarity=0.34393939393939393, subjectivity=0.61)"
860,,France,Gala Rouge 2006 Pinot Noir (Vin de Pays d'Oc),"Simple earthy notes interspersed with faint cherry aromas open this pleasant, good-value Pinot Noir from the south of France. The blueberry-flavored palate shows riper fruit than is typical for Burgundy and may appeal to those who find California Pinots to be a bit overwhelming. Tannins are in abundance here but are fine enough not to interfere with tuna or swordfish in a delicate sauce.",,84,10.0,Languedoc-Roussillon,Vin de Pays d'Oc,,Gala Rouge,Pinot Noir,"Sentiment(polarity=0.07592592592592592, subjectivity=0.6915343915343917)"
861,,US,Chalk Hill 2009 Estate Syrah (Chalk Hill),"High alcohol stars in this Syrah. Prickly heat dominates, giving a fiery warmth to the blackberry, cassis and grilled beef flavors.",Estate,84,60.0,California,Chalk Hill,Sonoma,Chalk Hill,Syrah,"Sentiment(polarity=0.16, subjectivity=0.5399999999999999)"
862,@kerinokeefe,Italy,Crissante Alessandria 2010 Galina  (Barolo),"Aromas of cured meat, camphor, cherry marinated in spirits, toast and a whiff of smoke lead the nose. The smoky note carries over to the brawny, monolithic palate along with ripe raspberry, dried herb and a hint of saline. Tightly wound tannins leave a bracing finish.",Galina,88,65.0,Piedmont,Barolo,,Crissante Alessandria,Nebbiolo,"Sentiment(polarity=-0.18928571428571428, subjectivity=0.44285714285714284)"
863,@mattkettmann,US,Mansfield-Dunne 2012 Peterson Vineyard Pinot Noir (Santa Lucia Highlands),"This wine's nose has a sharply spiced tinge, with wet herbs, cola, and cranberry aromas. At first, it's a bit muddy on the palate, but then the strong acidic backbone presents both herbal tones and tart cranberry against an earthy core.",Peterson Vineyard,89,48.0,California,Santa Lucia Highlands,Central Coast,Mansfield-Dunne,Pinot Noir,"Sentiment(polarity=0.11458333333333331, subjectivity=0.5541666666666666)"
864,@kerinokeefe,Italy,Antica Fratta 2010 Essence Saten Chardonnay (Franciacorta),"Aromas of white flower, herb and apricot lead the nose. Made solely with Chardonnay, the palate delivers yellow apple, citrus and roasted nut paste alongside a soft mousse. Bitter walnut marks the finish.",Essence Saten,87,48.0,Lombardy,Franciacorta,,Antica Fratta,Chardonnay,"Sentiment(polarity=0.0, subjectivity=0.2125)"
